"Num","Fam","Pop","Lat","Start","Duration","Veg","PC1","HinfW","TotFlwr","Peak","Var","Skew","Kurt"
1,"B2","ONEC",47.6908056,8,30,78,-1.8007579,0,118,23.6779661016949,219.700290682105,-1.08063922734707,1.23769441688142
2,"F16","ONRO",45.2627778,23,26,115,0.17131012,4.14,377,40.1750663129974,951.415831991683,-1.01894399834116,1.0513887411116
3,"L3","NYSC",42.5230556,22,49,124,0.37448777,32.78,3212,53.7372353673724,1796.24213322403,-1.01396620750944,1.03879969073617
4,"J9","NYLV",43.6971944,21,40,121,0.22745151,55.66,4197,47.2354062425542,1394.7671555292,-1.01876318369492,1.05171347022186
5,"H3","ONDM",44.4933889,13,41,113,-0.4818867,28.17,5407,39.6016275198816,964.444273018354,-1.02985181446432,1.08020142639284
8,"A13","ONTI",48.4789167,11,50,91,-1.2429111,19.91,1376,40.2114825581395,1077.12266080175,-1.0252951722135,1.06707493778001
9,"T15","MDDB",38.7526111,43,34,119,1.4777038,7.53,403,58.0124069478908,2243.03317236923,-1.00840777154331,1.0228834776885
10,"J6","NYLV",43.6971944,28,44,123,0.70219999,17.06,1231,56.663688058489,1857.48940527876,-1.07097579338422,1.18617003771818
13,"H20","ONDM",44.4933889,13,47,82,-1.386606,32.21,4978,41.0403776617115,1091.79396645659,-1.03095189579402,1.08106437313614
14,"T2","MDDB",38.7526111,41,27,120,1.38792272,4.75,199,54.0150753768844,1465.70167978348,-1.10046532758116,1.26838978504566
15,"T20","MDDB",38.7526111,51,27,121,2.01193507,1.05,42,59.3333333333333,1746.73275024295,-1.03018781623526,1.08415655357521
16,"A8","ONTI",48.4789167,8,53,80,-1.7423889,3.67,625,29.056,590.502887481344,-1.003395701357,1.00918794000205
18,"I16","ONWH",45.49,13,48,95,-1.0072076,4.9,439,36.6902050113895,854.346556831084,-1.02894875372893,1.07767218249062
19,"L1","NYSC",42.5230556,21,40,119,0.16908252,30.53,3081,46.1655306718598,1279.98255200675,-1.02549174551607,1.06925870799567
20,"P17","NJHP",41.3128333,34,44,153,1.9346315,67.04,3248,58.5150862068966,1828.08641727033,-1.02673875686607,1.07743660299626
21,"A19","ONTI",48.4789167,14,39,90,-1.0936473,18.02,1706,35.2250879249707,843.831201342169,-1.01364651090812,1.03683424353468
22,"E8","ONNO",45.4319444,11,45,95,-1.1261732,30.64,3174,28.846565847511,458.39423833277,-1.03650690319448,1.10119769171646
23,"F13","ONRO",45.2627778,16,38,112,-0.3326229,5.59,656,37.8673780487805,897.538433591965,-1.0176184125435,1.04796470916305
25,"E1","ONNO",45.4319444,13,20,92,-1.0947611,NA,12,21.3333333333333,275.381944444444,-1.01264775696984,1.03460334223937
26,"A12","ONTI",48.4789167,18,43,NA,NA,NA,58,34.2068965517241,730.38363606544,-1.02506843769334,1.06673853531689
27,"J6","NYLV",43.6971944,21,40,108,-0.1519469,15.76,1369,49.0314097881665,1270.98052630053,-1.02521470431513,1.0731475237343
28,"J5","NYLV",43.6971944,33,36,141,1.5249348,11.07,383,55.1671018276762,1316.07748408308,-1.13836611598891,1.37887578848503
29,"A13","ONTI",48.4789167,16,39,92,-0.9163127,2.77,311,36.9967845659164,946.710608040211,-1.02319998128696,1.06063135870889
31,"I5","ONWH",45.49,13,70,NA,NA,15.72,574,48.2787456445993,1879.27278607065,-1.0054087642636,1.01423511072434
32,"B5","ONEC",47.6908056,16,60,94,-0.8579437,0.86,131,24.2824427480916,241.631370794154,-1.05877758699323,1.16886653045505
33,"A4","ONTI",48.4789167,17,43,88,-0.9735679,6.29,566,39.8268551236749,1177.00200541032,-1.00578229715301,1.01560363553972
34,"P16","NJHP",41.3128333,17,55,117,-0.1272176,46.25,5169,50.7724898432966,1772.84302880615,-1.01408886028048,1.03801701390781
35,"M12","NYCH",42.2382222,18,54,134.5,0.44299381,56.43,1759,45.3365548607163,1421.21529205868,-1.01627604822359,1.04331520269059
36,"J20","NYLV",43.6971944,48,24,151,2.70902151,7.16,252,57.3650793650794,1675.450180866,-1.03937834867091,1.10848953924867
37,"I1","ONWH",45.49,14,60,81,-1.3563077,NA,4,19,147.4375,-1.06628343541898,1.17963995995602
38,"P17","NJHP",41.3128333,37,32,134,1.55857449,6.63,405,58.2716049382716,1728.11702004174,-1.03613766067632,1.09754540115414
39,"T2","MDDB",38.7526111,28,39,116,0.49790854,10.98,622,49.8086816720257,1614.33644712951,-1.01844411890763,1.05018822006221
41,"I20","ONWH",45.49,13,60,66,-1.8535579,NA,121,27.2148760330579,357.613239397345,-1.08137335154068,1.23049527241122
42,"I13","ONWH",45.49,14,43,95,-0.9477248,19.71,1069,39.9541627689429,1110.50323333848,-1.01636088594983,1.04389548534171
43,"A8","ONTI",48.4789167,16,39,86,-1.0914197,29.6,1501,35.9966688874084,832.694550394272,-1.03393000221897,1.08853182478918
44,"I7","ONWH",45.49,14,39,101,-0.7726179,3.55,358,30.4245810055866,653.495997882601,-1.008076008826,1.02179863436719
49,"P1","NJHP",41.3128333,22,48,129,0.52041024,15.26,1240,58.2782258064516,1970.29729809286,-1.04612400964691,1.12295662332977
50,"L6","NYSC",42.5230556,35,34,112,0.79755006,11.09,1093,55.2973467520586,1361.61270227192,-1.0919980486276,1.26345894486456
51,"G12","ONPG",44.5948889,22,44,144,0.95817764,NA,5579,44.603513174404,1194.38595476888,-1.02082870886233,1.05653914872233
52,"T7","MDDB",38.7526111,16,39,85,-1.1206042,1.36,379,34.1398416886544,845.038280920924,-1.00427867009814,1.01164765650274
53,"A8","ONTI",48.4789167,9,51,83,-1.5953527,3.85,492,27.2215447154472,510.400781035466,-1.01059934454972,1.02859829432556
54,"H16","ONDM",44.4933889,15,34,93,-0.946611,12.37,1349,32.6315789473684,705.817401366586,-1.01162009151213,1.03160240061751
55,"S11","NJPT",40.34025,32,40,123,0.94013113,26.29,1513,57.5948446794448,1979.58415944332,-1.03240235637295,1.08822336141766
56,"I11","ONWH",45.49,16,60,94,-0.8579437,0.06,39,28.6923076923077,454.402434295925,-1.02359402643404,1.06506656834903
58,"J1","NYLV",43.6971944,37,34,130,1.44183651,0.56,80,54.125,1709.1976015625,-1.02225125591375,1.05989066581506
59,"J8","NYLV",43.6971944,22,39,147,1.04573112,38.74,2443,44.4887433483422,1251.0364844298,-1.01356828759388,1.03737564801114
61,"G5","ONPG",44.5948889,16,44,108,-0.4493608,15.47,3368,40.4492280285036,1048.20276389405,-1.01543807296981,1.04267744197264
64,"B8","ONEC",47.6908056,17,60,95,-0.7692765,6.42,568,31.7447183098592,621.68561781617,-1.0225096024867,1.06118567466577
65,"A6","ONTI",48.4789167,10,46,91,-1.3023939,26.89,2729,35.8427995602785,768.999583978875,-1.02550354222173,1.06838763999758
66,"G14","ONPG",44.5948889,9,46,116,-0.6322644,45.91,9114,36.5800965547509,928.099132529971,-1.00743560504331,1.02057279181714
68,"H19","ONDM",44.4933889,16,45,110,-0.3909918,23.39,2535,37.3333333333333,990.111958525226,-1.01028203911064,1.02789116471285
69,"J11","NYLV",43.6971944,28,35,131,0.93567594,5.91,325,48.4461538461538,1504.50154082112,-1.02044886918668,1.05457099631182
70,"P1","NJHP",41.3128333,21,48,121,0.22745151,32.62,3451,49.8104897131266,1597.69035712293,-1.02514076054067,1.06800789352645
71,"P1","NJHP",41.3128333,52,37,157,3.12205961,0.19,23,74.1739130434783,3539.34034683981,-1.0077513789088,1.0212567890693
72,"J12","NYLV",43.6971944,11,50,120,-0.3965608,28.79,3270,46.2905198776758,1353.99832003631,-1.02614246119764,1.07133091880652
73,"P6","NJHP",41.3128333,41,34,136,1.85487461,4.17,280,55.0178571428571,1590.25893663448,-1.0579309900794,1.1591447988506
75,"F2","ONRO",45.2627778,16,51,69,-1.5875561,0,13,23.3076923076923,252.081929904415,-1.08553164168105,1.22590030013502
76,"L13","NYSC",42.5230556,20,49,104,-0.3281677,15.82,2531,51.5665744764915,1684.04908135688,-1.03675066982029,1.09754521353363
77,"H4","ONDM",44.4933889,17,39,105,-0.4774315,9.97,825,33.4969696969697,776.061196188441,-1.01078076595406,1.02912783979048
78,"H13","ONDM",44.4933889,13,50,103,-0.7737317,25.62,2404,35.7267054908486,835.582585141128,-1.01907692816473,1.0511013428248
80,"M13","NYCH",42.2382222,21,44,144,0.89869485,46.53,5131,46.9160007795751,1467.71266554016,-1.01379781601301,1.03683140916792
81,"G1","ONPG",44.5948889,11,50,116,-0.5132988,4.57,387,35.5478036175711,849.734378332814,-1.02261210519727,1.06009557195174
83,"A18","ONTI",48.4789167,8,55,95,-1.3046215,16.57,1677,34.9827072152654,801.099795541153,-1.0168201888429,1.04558934510899
84,"L20","NYSC",42.5230556,59,14,95,1.72900052,0.16,4,61.5,712.6875,-1.34083409971267,2.01784289308654
85,"A16","ONTI",48.4789167,10,45,96,-1.1564715,10.18,1433,35.1709699930216,741.23190154928,-1.03136124210771,1.08353336612391
86,"T11","MDDB",38.7526111,9,61,NA,NA,37.82,1172,51.1629692832765,1703.27535464993,-1.03770892537986,1.10171886959796
88,"I8","ONWH",45.49,18,22,94,-0.7389782,NA,200,33.2,660.8204445,-1.01066450910824,1.02999791047106
90,"S10","NJPT",40.34025,11,75,NA,NA,7.03,214,54.7616822429907,1247.90388000666,-1.16641187324248,1.46344396163581
91,"A12","ONTI",48.4789167,8,55,94,-1.333806,21.46,2551,41.6005488043904,1192.37799870362,-1.03226825013533,1.08316694693001
93,"G2","ONPG",44.5948889,16,39,98.5,-0.7266135,17.06,2365,36.3742071881607,834.51531047473,-1.03805462553901,1.09936875263603
94,"P4","NJHP",41.3128333,18,49,92,-0.7973472,21,3400,45.9882352941177,1475.00367213678,-1.00878938593368,1.02400524377016
95,"G12","ONPG",44.5948889,11,50,109,-0.7175903,14.94,2332,37.4858490566038,958.997579072528,-1.02247158677929,1.05997418173544
97,"S1","NJPT",40.34025,63,23,144,3.39697184,0.67,215,95.1395348837209,6445.51330051442,-1.01077383210341,1.0292233792622
98,"H17","ONDM",44.4933889,8,60,84,-1.625651,9.27,1015,30.1674876847291,653.381679790404,-1.00340245821965,1.00926220436477
99,"S8","NJPT",40.34025,38,34,162,2.43522309,1.61,58,58.6896551724138,1796.72034523761,-1.05084397919922,1.14086823571872
100,"G7","ONPG",44.5948889,8,46,78,-1.8007579,5.63,864,28.2372685185185,547.133900408325,-1.00374525866254,1.01002378865463
102,"P11","NJHP",41.3128333,29,45,130,0.96597423,18.66,1736,53.63133640553,1886.35633632724,-1.01662892865375,1.04573518296545
103,"B7","ONEC",47.6908056,16,60,79.5,-1.2811189,0,101,25.3564356435644,282.004026007934,-1.02490532894505,1.0675857939204
104,"T14","MDDB",38.7526111,32,40,159,1.99077289,42.86,1418,56.5063469675599,2058.50649901266,-1.0170551124407,1.04599289885433
106,"M2","NYCH",42.2382222,21,49,129,0.46092745,38.96,3940,46.4365482233503,1533.75028368521,-1.00555379611717,1.01521346807748
108,"P13","NJHP",41.3128333,35,34,152,1.9649298,9.16,363,58.6363636363636,1308.33259167731,-1.15651044393751,1.42843530421707
111,"H18","ONDM",44.4933889,13,48,96,-0.9780231,15.25,2167,42.1855099215505,1151.33130409015,-1.03442639865503,1.09101553786491
112,"H6","ONDM",44.4933889,11,44,121,-0.3673763,23.8,4347,34.695652173913,876.129484616562,-1.00632088372268,1.01728924538407
113,"A6","ONTI",48.4789167,9,60,75,-1.8288286,4.11,544,28.4669117647059,599.58158033772,-1.00848043746378,1.02250288483777
114,"B17","ONEC",47.6908056,16,39,95,-0.8287592,NA,178,25.0168539325843,395.181476242218,-1.00772567366511,1.02048274744461
115,"L13","NYSC",42.5230556,11,49,98.5,-1.0240274,24.02,2276,40.1102811950791,1031.29490160042,-1.01719212677513,1.04733150538094
116,"A14","ONTI",48.4789167,9,40,77,-1.7704596,9.23,838,30.0739856801909,676.042974870371,-1.00522653070725,1.01414616133779
117,"H5","ONDM",44.4933889,11,33,84,-1.4472026,7.72,996,26.5722891566265,465.831127322956,-1.01578162735735,1.04215076803569
118,"E20","ONNO",45.4319444,11,29,68,-1.9141545,0,430,22.8023255813954,291.934324311067,-1.02994124462419,1.07906204671236
119,"P11","NJHP",41.3128333,38,34,150,2.08500917,3.8,269,60.0631970260223,1485.11718274991,-1.09046699352004,1.2587508907523
120,"M8","NYCH",42.2382222,17,44,119,-0.0688486,37.63,3359,36.9955343852337,920.990655235772,-1.0117656960327,1.032363801558
121,"H12","ONDM",44.4933889,11,49,94,-1.1553577,13.12,1472,33.4592391304348,866.081126002618,-1.00352030329606,1.00952667125689
123,"M2","NYCH",42.2382222,16,49,100,-0.6828368,NA,2935,37.4787052810903,1024.9302742725,-1.00824828612172,1.02200922813745
124,"T4","MDDB",38.7526111,43,31,128,1.74036424,7.11,469,56.4221748400853,1989.38014450691,-1.02360941805604,1.06350006170409
125,"G4","ONPG",44.5948889,11,52,110,-0.6884058,9.03,1254,31.9808612440191,721.518769857424,-1.01069229511287,1.02866129434515
126,"G20","ONPG",44.5948889,21,44,108,-0.1519469,20.6,2342,42.6759180187874,1158.86192807477,-1.02349180479777,1.06373420083385
127,"I18","ONWH",45.49,21,27,76,-1.0858507,NA,35,26.1428571428571,288.931778425656,-1.03750761107361,1.10204792964315
128,"S16","NJPT",40.34025,21,64,98,-0.4437918,7.74,433,53.378752886836,2211.15959946017,-1.00801363292632,1.02141947161445
129,"F12","ONRO",45.2627778,13,33,100,-0.8612851,6.51,500,29.42,547.584922512,-1.01499043174638,1.04143627039924
130,"B11","ONEC",47.6908056,8,60,70,-2.0342339,3.78,389,19.7352185089974,220.854356481393,-1.01161604351595,1.03236323935222
131,"M16","NYCH",42.2382222,11,43,117,-0.4841143,101.79,10674,36.7888326775342,930.616446144929,-1.01357357155421,1.03683329423271
132,"I11","ONWH",45.49,22,22,80,-0.9096299,0,16,28.875,308.8857421875,-1.18014885371653,1.50162467334941
133,"S16","NJPT",40.34025,43,28,138,2.03220917,4.09,150,57.7,1547.1242,-1.07919613487522,1.21764946401852
134,"E7","ONNO",45.4319444,9,44,73,-1.8871976,6.72,952,28.5483193277311,559.913843137817,-1.01649103333873,1.04408058420994
135,"F11","ONRO",45.2627778,21,34,87,-0.7648213,1.45,124,38.258064516129,1015.124505933,-1.00793111570023,1.02165556928425
136,"B16","ONEC",47.6908056,13,60,93,-1.0655766,NA,178,26.7078651685393,376.402271943873,-1.0326935664868,1.0922370809407
138,"F15","ONRO",45.2627778,16,32,77.5,-1.3394879,1.29,143,33.3426573426573,774.389021023478,-1.00509609851892,1.01398011539703
139,"G16","ONPG",44.5948889,16,36,106,-0.5077298,11.6,1233,33.7615571776156,777.778609718246,-1.00993749329043,1.02690008845286
140,"P15","NJHP",41.3128333,19,44,108,-0.2709125,21.94,2405,46.1392931392931,1454.16907079682,-1.01351686367357,1.03660645116482
141,"T3","MDDB",38.7526111,37,39,137,1.64612797,8.02,447,61.0044742729307,1744.35608838656,-1.0935587182293,1.25389481757873
142,"L8","NYSC",42.5230556,21,40,107,-0.1811314,27.44,2329,42.6702447402319,1211.86354035254,-1.00871014621966,1.02395888036751
143,"M6","NYCH",42.2382222,21,40,111,-0.0643934,28.35,1884,44.3890658174098,1326.0246800696,-1.01465045319357,1.03970745306152
144,"P9","NJHP",41.3128333,21,48,114,0.02316005,8.67,499,49.8476953907816,1755.07410230922,-1.02083085031271,1.05423059463723
145,"S13","NJPT",40.34025,54,33,122,2.21956792,1.5,65,71.6923076923077,2547.75970141102,-1.06422685570684,1.17677867981385
146,"E17","ONNO",45.4319444,13,36,82,-1.386606,4,389,34.5038560411311,819.889020512736,-1.01390772107393,1.03649623489664
147,"B15","ONEC",47.6908056,8,31,73,-1.9466804,NA,584,23.8133561643836,333.137549846191,-1.01884918691681,1.05237147591186
148,"S20","NJPT",40.34025,37,35,137,1.64612797,25.23,1092,61.8534798534799,1765.11348134416,-1.06506530873189,1.18265859048198
149,"G14","ONPG",44.5948889,11,45,90,-1.2720956,NA,1537,30.8373454782043,647.673588675819,-1.02937210434045,1.07659168923698
150,"S10","NJPT",40.34025,52,25,173,3.58901151,NA,50,64.4,2649.861792,-1.01208500217814,1.03299212726866
151,"S15","NJPT",40.34025,43,34,147,2.29486961,NA,1099,59.8334849863512,1725.99417519095,-1.06639942733686,1.19112376274462
152,"T1","MDDB",38.7526111,16,30,100,-0.6828368,NA,1091,34.2172318973419,737.341942751826,-1.03053252727219,1.07974025393946
153,"H15","ONDM",44.4933889,8,37,109.5,-0.8814464,43.97,3167,32.1221976634039,676.064786670142,-1.0139247213565,1.03747477884807
154,"J11","NYLV",43.6971944,17,70,123,0.04788935,0.13,706,60.9305949008499,2313.5543676342,-1.03767523599528,1.10271501755943
155,"L7","NYSC",42.5230556,21,48,116,0.08152904,15.79,1785,46.6806722689076,1451.33999288578,-1.01924415806988,1.05133574448844
156,"G17","ONPG",44.5948889,21,34,83,-0.8815592,0.78,187,39.1818181818182,1017.01937590865,-1.00993152621774,1.02723866470374
158,"G9","ONPG",44.5948889,9,46,89,-1.4202457,24.14,3162,35.7536369386464,966.839851270388,-1.00582788552777,1.01566404500235
159,"S7","NJPT",40.34025,36,29,131,1.41153822,3.45,165,53.8787878787879,1619.4108578902,-1.02008750551517,1.05532680027322
160,"M18","NYCH",42.2382222,11,44,111,-0.6592213,53.37,4401,38.0756646216769,909.080637690334,-1.02090977539686,1.05711336415167
161,"M4","NYCH",42.2382222,18,47,117,-0.0677348,16.21,899,43.2280311457175,1334.71190127941,-1.01145881855982,1.03043052005953
162,"M9","NYCH",42.2382222,16,55,117.5,-0.1721081,19.71,1238,44.2794830371567,1437.0857088239,-1.01539006950096,1.04035123129019
163,"F5","ONRO",45.2627778,21,34,92,-0.6188988,NA,89,41.7303370786517,1038.12573886228,-1.05254734889224,1.13781915642222
164,"H20","ONDM",44.4933889,16,45,105,-0.5369143,20.26,1610,40.8136645962733,1135.36451953798,-1.02462041636881,1.06468783772089
165,"A6","ONTI",48.4789167,13,42,85,-1.2990525,5.37,685,32.4671532846715,762.561877834743,-1.00538500463522,1.01449389532345
166,"I10","ONWH",45.49,18,30,68,-1.497775,5.16,21,24.6666666666667,208.497138537955,-1.07980921760307,1.24931522016698
167,"T11","MDDB",38.7526111,29,55,117,0.58657582,33,1367,57.3979517190929,2234.56034537462,-1.02174373516422,1.05859154461004
168,"S9","NJPT",40.34025,28,59,126,0.78975347,33.78,1554,59.9240669240669,2391.24402981278,-1.01700710631884,1.04681069355825
169,"E10","ONNO",45.4319444,11,38,82,-1.5055716,NA,843,28.9003558718861,586.774621140714,-1.00826138393789,1.0224189419793
170,"L7","NYSC",42.5230556,22,49,91,-0.5886005,3.02,230,54.8260869565217,1857.7077550752,-1.0615008439137,1.16003762099368
171,"I15","ONWH",45.49,11,45,82,-1.5055716,5.73,577,28.8596187175043,586.197817363207,-1.00900304642424,1.02443865502786
172,"H16","ONDM",44.4933889,9,60,95,-1.2451387,24.92,3771,34.8963139750729,896.575094173128,-1.00533391151426,1.01451851264162
174,"F18","ONRO",45.2627778,21,57,112,-0.0352089,99.49,6697,52.0900403165597,1890.9019313071,-1.01150811808095,1.03109259778443
175,"G3","ONPG",44.5948889,23,35,111,0.05457214,17.28,1487,45.3873570948218,912.079260145348,-1.18414117761848,1.49165595920468
176,"E16","ONNO",45.4319444,17,24,94,-0.798461,2.07,169,24.9289940828402,367.391596394222,-1.01763209099808,1.04711210872018
177,"E11","ONNO",45.4319444,11,44,86,-1.3888336,4.36,334,32.2425149700599,694.393884852118,-1.02148291521492,1.0579319295823
178,"F1","ONRO",45.2627778,16,20,107.5,-0.4639531,1.09,98,25.8979591836735,300.564985677736,-1.05487466700838,1.15407975675363
179,"I13","ONWH",45.49,10,34,84,-1.5066854,4.48,438,25.9246575342466,392.79184986822,-1.02797746874916,1.07619350179987
180,"M20","NYCH",42.2382222,31,34,105,0.35532747,70.75,5359,49.1153200223922,1132.68335729355,-1.03720847200813,1.10474458580036
181,"H18","ONDM",44.4933889,23,41,105,-0.1205348,0.81,118,37.5762711864407,940.380575667425,-1.01001400282255,1.02741974518894
182,"G11","ONPG",44.5948889,11,48,121,-0.3673763,27.1,2426,38.477328936521,1051.46624634667,-1.01267923778161,1.03430555235213
184,"P4","NJHP",41.3128333,23,44,122,0.37560157,14.82,1739,48.5089131684876,1532.45602410691,-1.01222973106914,1.03417153298237
185,"S11","NJPT",40.34025,43,33,173.5,3.06825869,4.14,145,59.8275862068965,2133.17668129075,-1.03694688029429,1.09890769272623
186,"A1","ONTI",48.4789167,13,60,99,-0.8904696,3.51,562,33.729537366548,840.526086834345,-1.00336807872597,1.00915771568942
188,"J4","NYLV",43.6971944,24,39,120,0.37671537,13.2,1319,50.3836239575436,1549.1492785207,-1.02291451761347,1.06404531906191
189,"P6","NJHP",41.3128333,21,44,123,0.28582049,36.16,1377,48.1895424836601,1298.29758437485,-1.0824965012054,1.21482569690761
190,"E18","ONNO",45.4319444,13,60,100,-0.8612851,4.97,555,31.2162162162162,602.0696630597,-1.02857658135832,1.07662086323295
191,"J2","NYLV",43.6971944,30,34,96,0.03318424,0.43,51,40.1960784313725,861.733420780846,-1.01741500448891,1.04715314753795
193,"M7","NYCH",42.2382222,13,49,118,-0.3359643,31.19,2180,41.5619266055046,1169.4097216878,-1.01782706071011,1.0479618784576
194,"L9","NYSC",42.5230556,16,49,104,-0.5660988,46.39,3014,43.5547445255474,1336.27151437211,-1.00710836127952,1.01956279843461
195,"P13","NJHP",41.3128333,33,46,160,2.07944017,51.13,2290,58.4170305676856,2184.14521696231,-1.03063291813802,1.08103373735702
198,"E1","ONNO",45.4319444,8,34,90,-1.450544,0.55,160,25.375,340.879703125,-1.04786589744702,1.13012531832184
201,"P14","NJHP",41.3128333,21,48,119,0.16908252,10.87,1762,51.1816118047673,1574.2541131963,-1.05335039295369,1.14339792791343
202,"J9","NYLV",43.6971944,24,44,146,1.1355122,53.97,3681,50.8038576473784,1602.52563258685,-1.01613164248702,1.04470328830976
203,"H14","ONDM",44.4933889,16,39,104,-0.5660988,4.58,1280,38.23828125,878.478078486919,-1.02723867038021,1.07539436137556
204,"G8","ONPG",44.5948889,17,44,107,-0.4190625,21.59,1696,41.6698113207547,1253.81890794403,-1.00726822101867,1.01976953545262
205,"G15","ONPG",44.5948889,8,60,103,-1.0711456,21.06,1980,34.0732323232323,797.755739335117,-1.0101105908286,1.02739212361809
206,"A15","ONTI",48.4789167,17,40,91,-0.8860144,1.55,415,33.1566265060241,705.260317425895,-1.02003192576193,1.05397688097229
207,"M2","NYCH",42.2382222,35,45,125,1.17694848,14.74,933,60.096463022508,2159.26507247801,-1.03868768856599,1.10441970547602
208,"M18","NYCH",42.2382222,16,39,115,-0.2450694,30.91,2586,37.3244392884764,911.916889274201,-1.00932467857533,1.02615116780155
210,"M15","NYCH",42.2382222,56,23,NA,NA,NA,28,67.7857142857143,1419.55867346939,-1.28280698169952,1.78774525146976
211,"B17","ONEC",47.6908056,11,60,NA,NA,7.61,12,16,68,-1.00836343742412,1.02187192959973
212,"A4","ONTI",48.4789167,18,60,96,-0.6806092,2.23,360,31.7222222222222,670.496920438957,-1.00979265682087,1.02657974181137
213,"E11","ONNO",45.4319444,17,26,89,-0.9443834,3.75,531,31.6798493408663,635.364942211192,-1.02405637413766,1.06331415499778
214,"B20","ONEC",47.6908056,8,60,80,-1.7423889,3.68,1602,31.9107365792759,626.89597929372,-1.01823582712312,1.05090823481312
215,"H17","ONDM",44.4933889,17,40,112,-0.2731401,8.46,655,39.4503816793893,1016.41057299549,-1.01308418394698,1.03559147251701
217,"P19","NJHP",41.3128333,20,44,113,-0.0655072,60.62,3890,44.5899742930591,1272.53111535066,-1.02068884898963,1.05636728077062
219,"T9","MDDB",38.7526111,61,29,184,4.445386,3.46,44,74.4090909090909,3394.41035875282,-1.0107417908371,1.0286885592954
221,"A18","ONTI",48.4789167,17,35,98,-0.681723,5.09,1124,35.6877224199288,820.922058388486,-1.03602559628354,1.09405137788465
222,"I6","ONWH",45.49,18,60,90,-0.8557161,NA,90,30.1666666666667,579.358086419753,-1.01648883871333,1.04491539979688
224,"H8","ONDM",44.4933889,17,38,94,-0.798461,6.48,531,33.9020715630885,792.814491066604,-1.00887986235021,1.02387514364222
225,"B19","ONEC",47.6908056,17,60,89,-0.9443834,0.24,47,24.9787234042553,294.980380069927,-1.04164942140501,1.1181740872702
226,"T12","MDDB",38.7526111,62,60,140,3.22075108,1.53,94,76.8936170212766,3549.60593269314,-1.02365484219107,1.0644817238234
227,"H7","ONDM",44.4933889,21,34,119,0.16908252,4.09,496,39.7802419354839,955.143052122167,-1.01844572555042,1.05104313930282
228,"H3","ONDM",44.4933889,8,61,96,-1.275437,27.92,4496,36.6143238434164,946.037997149656,-1.01035138961722,1.02753312197453
229,"M13","NYCH",42.2382222,17,54,108,-0.389878,35.27,2969,46.7019198383294,1596.13616801878,-1.01033281264199,1.02771440812975
230,"I12","ONWH",45.49,16,39,89,-1.0038662,4.89,561,38.0320855614973,926.626024518188,-1.02395981679988,1.0640756416012
231,"T10","MDDB",38.7526111,31,60,118,0.73472588,7.16,355,57.8450704225352,2304.40069943645,-1.01863510749225,1.04946866756607
232,"H1","ONDM",44.4933889,11,50,121,-0.3673763,45.08,3597,38.5243258270781,967.197546497477,-1.01355085343673,1.03747343167302
